t_h,price,water_demand1_forecast,water_demand2_forecast,water_demand1_realized_s1,water_demand2_realized_s1,water_level_s1,pump_flow_s1,supply_pressure_s1,pump_power_s1,water_demand1_realized_s2,water_demand2_realized_s2,water_level_s2,pump_flow_s2,supply_pressure_s2,pump_power_s2,water_demand1_realized_s3,water_demand2_realized_s3,water_level_s3,pump_flow_s3,supply_pressure_s3,pump_power_s3
164.0000,2.0000,57.5994,17.6472,60.5749,18.2318,1.0787,42.5581,3.4998,1.9858,60.7956,17.5753,1.0893,38.6502,3.4820,1.7740,60.3395,19.1326,1.0713,44.9006,3.5120,2.1184
165.0000,2.0000,54.2577,16.8732,56.9145,17.8093,1.0080,46.4485,3.5209,2.2092,53.2984,16.1056,1.0213,42.2101,3.5049,1.9787,61.0441,18.2925,0.9964,49.4037,3.5298,2.3685
166.0000,1.0000,44.7325,13.5796,51.2427,13.8817,1.0356,76.1845,3.7969,4.5220,43.9031,12.0261,1.0715,75.9998,3.8211,4.5898,37.8329,14.3638,1.0568,76.3453,3.8426,4.6809
167.0000,1.0000,30.5191,9.3881,30.9901,10.0414,1.1190,74.3620,3.8461,4.5703,32.6546,9.4084,1.1509,73.8463,3.8381,4.5134,32.4485,9.8242,1.1363,74.0561,3.8398,4.5314
168.0000,1.0000,21.0904,6.8008,20.1686,6.3992,1.2352,73.0783,3.8748,4.5811,22.1298,6.9177,1.2598,72.6010,3.8656,4.5227,20.3400,7.2635,1.2493,72.8188,3.8725,4.5578
169.0000,1.0000,17.1021,5.6365,16.9431,4.8797,1.3620,72.5473,3.8906,4.5967,17.3810,4.7805,1.3848,72.1669,3.8869,4.5614,17.2720,5.8168,1.3724,72.3287,3.8880,4.5748
170.0000,1.0000,15.2317,5.0065,15.1502,5.2325,1.4920,72.3507,3.9065,4.6334,14.1064,5.1701,1.5166,71.9850,3.9075,4.6133,16.1732,5.2349,1.4994,72.1836,3.9022,4.6094
171.0000,1.0000,13.7693,4.2691,13.8797,3.9685,1.6280,72.2473,3.9226,4.6765,14.0846,4.4243,1.6499,71.8362,3.9191,4.6393,14.8698,4.0730,1.6323,72.1233,3.9186,4.6561
172.0000,1.0000,17.6196,5.5841,17.5806,5.4768,1.7528,72.9967,3.9333,4.7584,18.0697,5.4297,1.7727,72.6152,3.9292,4.7207,18.9708,6.0772,1.7520,72.9208,3.9281,4.7374
173.0000,1.0000,30.0420,9.4649,30.4276,8.8079,1.8428,75.2329,3.9307,4.8959,28.0808,9.5274,1.8659,74.8732,3.9358,4.8889,30.3858,9.5937,1.8402,75.2479,3.9308,4.8970
174.0000,1.0000,46.2246,14.0494,40.5260,14.9199,1.8999,78.2725,3.9419,5.1311,49.7829,13.8172,1.9015,77.8401,3.9073,4.9877,51.7145,15.7239,1.8674,78.3226,3.9035,5.0057
175.0000,2.0000,57.7150,17.2050,61.2479,18.0815,1.7827,32.4550,3.5269,1.5519,59.8778,16.3570,1.7919,32.4027,3.5294,1.5529,56.5100,15.1361,1.7721,33.5206,3.5359,1.6158
176.0000,2.0000,54.9677,16.9187,52.6367,16.2014,1.6947,33.6332,3.5339,1.6183,46.9795,16.5601,1.7163,33.3193,3.5426,1.6156,54.3959,17.6215,1.6770,33.9951,3.5311,1.6317
177.0000,2.0000,46.2010,14.5474,42.2019,15.3214,1.6327,32.7338,3.5383,1.5812,46.6167,15.7052,1.6404,31.9430,3.5301,1.5318,48.9258,15.3881,1.5997,33.3746,3.5285,1.5981
178.0000,2.0000,41.6671,12.9336,43.6278,13.0260,1.5724,32.5263,3.5295,1.5589,37.7791,11.8289,1.5969,32.2269,3.5385,1.5569,39.9721,12.6725,1.5526,33.8058,3.5378,1.6323
179.0000,2.0000,41.6144,12.7544,45.6591,12.6497,1.5108,33.6680,3.5252,1.6075,45.1033,12.9325,1.5334,32.6426,3.5241,1.5570,48.2493,13.0942,1.4854,34.4902,3.5225,1.6428
180.0000,2.0000,41.3025,12.7591,42.8050,12.8022,1.4591,34.9484,3.5296,1.6752,43.7619,12.8974,1.4766,33.9281,3.5255,1.6204,44.4085,13.3213,1.4313,36.0821,3.5296,1.7296
181.0000,2.0000,39.4756,12.0163,39.9450,11.8728,1.4186,35.6218,3.5327,1.7123,36.2612,11.5156,1.4441,34.7596,3.5365,1.6764,45.8122,12.4248,1.3782,36.9858,3.5264,1.7678
182.0000,2.0000,37.2313,11.4016,34.6705,11.8145,1.3925,36.0106,3.5397,1.7417,34.8005,11.1060,1.4158,34.6111,3.5351,1.6671,37.1582,11.0394,1.3532,38.2177,3.5434,1.8544
183.0000,2.0000,36.5582,11.6159,44.3039,11.8282,1.3428,36.2799,3.5218,1.7270,36.8330,10.6581,1.3842,34.8203,3.5300,1.6697,35.5249,11.5188,1.3324,38.7076,3.5465,1.8833
184.0000,2.0000,40.3229,12.4215,42.9418,12.1659,1.3029,39.1555,3.5341,1.8844,39.6124,11.7983,1.3461,36.1927,3.5287,1.7334,40.8199,13.1668,1.2972,39.8986,3.5409,1.9318
185.0000,2.0000,44.2665,13.8974,40.5455,14.7208,1.2677,41.1648,3.5455,2.0011,49.2480,13.9097,1.2820,37.5044,3.5140,1.7727,46.6657,14.9426,1.2473,41.6518,3.5358,2.0076
186.0000,2.0000,47.2549,14.6183,44.5366,14.0920,1.2255,41.7695,3.5379,2.0170,49.8384,14.8996,1.2208,40.2764,3.5205,1.9150,45.2068,14.7035,1.2072,43.8949,3.5472,2.1371
187.0000,2.0000,52.3010,16.4618,52.6366,16.7399,1.1583,42.4873,3.5212,2.0213,51.2111,15.5910,1.1617,43.1350,3.5276,2.0639,53.7662,16.5364,1.1440,44.9954,3.5319,2.1611
188.0000,2.0000,57.5994,17.6472,50.9920,18.0859,1.0976,44.7773,3.5310,2.1490,60.0532,20.8230,1.0697,44.1032,3.5080,2.0733,57.5279,17.8555,1.0747,47.6764,3.5338,2.2939
189.0000,2.0000,54.2577,16.8732,54.9328,18.3425,1.0116,38.8888,3.4846,1.7892,46.1219,16.3066,1.0387,50.0277,3.5685,2.4811,60.7257,17.9042,0.9982,48.0364,3.5221,2.2872
190.0000,1.0000,44.7325,13.5796,43.2174,13.1755,1.0610,76.1341,3.8238,4.6066,45.7552,13.6814,1.0795,75.7590,3.8134,4.5502,42.5453,12.7368,1.0508,76.3206,3.8271,4.6286
191.0000,1.0000,30.5191,9.3881,33.2804,10.3517,1.1369,73.9967,3.8366,4.5178,32.4700,9.2607,1.1595,73.7312,3.8382,4.5066,32.8748,8.6534,1.1323,74.1426,3.8391,4.5347
192.0000,1.0000,21.0904,6.8008,22.5877,6.8713,1.2452,72.8100,3.8653,4.5348,20.8120,6.6407,1.2721,72.4735,3.8692,4.5259,20.0885,6.8506,1.2472,72.8775,3.8738,4.5653
193.0000,1.0000,17.1021,5.6365,13.6809,5.5721,1.3781,72.3918,3.9000,4.6158,16.2059,6.0683,1.3963,71.9784,3.8893,4.5566,15.8899,5.2692,1.3752,72.3616,3.8928,4.5917
194.0000,1.0000,15.2317,5.0065,15.2786,4.8082,1.5081,72.0925,3.9046,4.6110,15.8676,4.8653,1.5240,71.8014,3.9009,4.5810,14.4335,4.8334,1.5074,72.1389,3.9076,4.6231
195.0000,1.0000,13.7693,4.2691,12.1260,4.4165,1.6467,71.9772,3.9263,4.6704,15.7591,4.6045,1.6524,71.7133,3.9130,4.6125,12.5601,4.2908,1.6452,71.9893,3.9250,4.6673
196.0000,1.0000,17.6196,5.5841,19.0622,5.6002,1.7667,72.6707,3.9263,4.7154,17.8860,5.9596,1.7742,72.5724,3.9293,4.7184,17.8099,5.7428,1.7681,72.6961,3.9305,4.7300
197.0000,1.0000,30.0420,9.4649,30.4146,8.8498,1.8560,74.9809,3.9290,4.8740,27.5579,8.8821,1.8702,74.8461,3.9375,4.8925,32.3279,8.8674,1.8525,74.9562,3.9225,4.8516
198.0000,1.0000,46.2246,14.0494,48.0950,13.1163,1.8980,78.0240,3.9145,5.0236,51.1557,14.9060,1.8995,77.7591,3.9018,4.9642,46.7850,14.7125,1.8940,78.0900,3.9191,5.0430
199.0000,2.0000,57.7150,17.2050,53.1793,16.6423,1.8048,32.5155,3.5400,1.5730,49.7154,16.5462,1.8150,32.4685,3.5454,1.5783,60.3736,15.4082,1.7861,32.6496,3.5290,1.5642
200.0000,2.0000,54.9677,16.9187,62.3832,16.2453,1.6904,32.8768,3.5175,1.5589,57.0085,19.6448,1.7047,32.5251,3.5249,1.5526,61.5872,17.4621,1.6723,33.5154,3.5189,1.5912
201.0000,2.0000,46.2010,14.5474,53.0871,15.4814,1.6012,32.8894,3.5211,1.5646,44.2172,14.2170,1.6395,32.3699,3.5348,1.5588,47.1215,13.1960,1.6054,33.5443,3.5322,1.6116
202.0000,2.0000,41.6671,12.9336,38.3937,13.9812,1.5546,33.7464,3.5400,1.6325,44.5281,12.2171,1.5783,32.2613,3.5278,1.5440,42.2671,11.9627,1.5538,33.5854,3.5338,1.6160
203.0000,2.0000,41.6144,12.7544,42.7591,13.4067,1.5002,34.4047,3.5313,1.6517,39.0061,11.3192,1.5360,33.4220,3.5358,1.6109,40.7698,13.2367,1.5048,34.4404,3.5348,1.6584
204.0000,2.0000,41.3025,12.7591,39.2507,13.0280,1.4581,35.4215,3.5368,1.7087,45.3368,11.7877,1.4777,33.8111,3.5230,1.6111,36.4015,12.4538,1.4707,35.2145,3.5411,1.7053
205.0000,2.0000,39.4756,12.0163,39.4069,11.7133,1.4195,35.6737,3.5339,1.7164,40.3502,11.6054,1.4346,34.7036,3.5295,1.6633,41.6884,11.4534,1.4255,35.0497,3.5283,1.6781
206.0000,2.0000,37.2313,11.4016,33.7545,11.4382,1.3964,35.9657,3.5412,1.7419,32.4876,10.7316,1.4144,35.1327,3.5407,1.7008,32.4062,11.1031,1.4058,35.6335,3.5425,1.7277
207.0000,2.0000,36.5582,11.6159,41.5946,12.2210,1.3519,36.0348,3.5256,1.7211,31.2341,10.7755,1.3966,34.9101,3.5397,1.6884,38.3187,11.9340,1.3688,35.4466,3.5293,1.6986
208.0000,2.0000,40.3229,12.4215,37.4395,13.9800,1.3197,38.5049,3.5411,1.8646,39.3825,11.9129,1.3566,35.2894,3.5258,1.6858,40.2803,12.3819,1.3304,37.2970,3.5315,1.7909
209.0000,2.0000,44.2665,13.8974,43.2995,14.6444,1.2742,39.7527,3.5338,1.9127,48.4936,13.7284,1.2926,36.6048,3.5121,1.7272,47.9467,13.8734,1.2729,38.8421,3.5216,1.8485
210.0000,2.0000,47.2549,14.6183,49.0034,14.3770,1.2185,41.0922,3.5260,1.9633,47.6978,15.8659,1.2316,39.1632,3.5194,1.8602,47.0186,15.5262,1.2196,41.2205,3.5301,1.9767
211.0000,2.0000,52.3010,16.4618,49.8021,16.4986,1.1614,43.4592,3.5319,2.0874,52.5600,14.8108,1.1673,41.6568,3.5178,1.9758,49.1243,15.7674,1.1657,43.2973,3.5326,2.0810
212.0000,2.0000,57.5994,17.6472,56.5823,17.1458,1.0874,44.1641,3.5163,2.0919,56.5968,17.0740,1.0905,42.9599,3.5101,2.0234,59.1204,17.1568,1.0832,43.2945,3.5067,2.0328
213.0000,2.0000,54.2577,16.8732,52.0013,16.0959,1.0245,42.9391,3.5114,2.0249,57.2117,15.9255,1.0119,41.7049,3.4946,1.9367,52.0149,16.3542,1.0239,44.6382,3.5210,2.1232
214.0000,1.0000,44.7325,13.5796,44.2920,13.4323,1.0701,75.9545,3.8192,4.5810,45.9779,12.3681,1.0564,76.1293,3.8147,4.5767,44.1353,14.5143,1.0672,75.9639,3.8195,4.5825
215.0000,1.0000,30.5191,9.3881,27.8833,9.4963,1.1613,73.8654,3.8538,4.5640,31.1504,8.6882,1.1420,74.0621,3.8443,4.5463,30.6134,9.9362,1.1505,73.9079,3.8450,4.5388
216.0000,1.0000,21.0904,6.8008,20.4089,7.5359,1.2726,72.4468,3.8702,4.5271,19.5581,6.4381,1.2588,72.7341,3.8748,4.5594,20.8811,7.3162,1.2616,72.6065,3.8696,4.5353
217.0000,1.0000,17.1021,5.6365,16.8410,5.6537,1.3963,71.9705,3.8873,4.5500,18.6010,5.8744,1.3781,72.1822,3.8829,4.5497,16.8638,5.6253,1.3857,72.1396,3.8882,4.5636
218.0000,1.0000,15.2317,5.0065,14.8567,5.4066,1.5251,71.8023,3.9040,4.5906,16.7636,4.9493,1.5040,72.0928,3.8998,4.5962,14.2962,4.9603,1.5175,71.9708,3.9069,4.6104
219.0000,1.0000,13.7693,4.2691,13.8269,4.7134,1.6580,71.6948,3.9190,4.6296,12.4472,4.1338,1.6427,72.0453,3.9258,4.6733,13.5771,4.4834,1.6519,71.8213,3.9206,4.6429
220.0000,1.0000,17.6196,5.5841,17.2386,5.6101,1.7821,72.4754,3.9308,4.7169,20.6116,5.7851,1.7585,72.7401,3.9217,4.7057,14.8397,5.4545,1.7826,72.5809,3.9393,4.7499
221.0000,1.0000,30.0420,9.4649,31.7116,10.3609,1.8637,74.7049,3.9225,4.8353,31.6435,9.6213,1.8432,75.1287,3.9258,4.8732,29.6933,9.9278,1.8703,74.6956,3.9292,4.8561
222.0000,1.0000,46.2246,14.0494,45.1223,14.6408,1.9090,77.8809,3.9234,5.0438,44.5602,13.8646,1.8928,78.2650,3.9282,5.0848,42.1385,14.6485,1.9227,77.7577,3.9328,5.0670
223.0000,2.0000,57.7150,17.2050,57.1331,16.7821,1.8046,32.1544,3.5335,1.5466,49.6055,17.5943,1.8065,32.6879,3.5456,1.5892,62.4855,16.4976,1.8045,31.6970,3.5250,1.5131
224.0000,2.0000,54.9677,16.9187,52.2715,17.1829,1.7131,32.8842,3.5334,1.5816,57.6316,16.0935,1.7043,32.8165,3.5251,1.5667,60.1181,16.8359,1.6943,32.8861,3.5210,1.5642
225.0000,2.0000,46.2010,14.5474,44.4062,14.5670,1.6458,32.0600,3.5340,1.5427,48.1014,15.0848,1.6272,32.3847,3.5285,1.5508,39.5502,14.4453,1.6412,32.7462,3.5427,1.5880
226.0000,2.0000,41.6671,12.9336,37.7797,12.7567,1.5995,32.0130,3.5378,1.5457,39.8360,13.2892,1.5763,32.7383,3.5358,1.5779,42.1127,14.2536,1.5808,32.1944,3.5310,1.5451
227.0000,2.0000,41.6144,12.7544,43.2073,12.6051,1.5413,32.5327,3.5270,1.5558,36.1166,12.4448,1.5386,33.5055,3.5404,1.6215,41.2264,14.6978,1.5243,33.3181,3.5312,1.5993
228.0000,2.0000,41.3025,12.7591,37.8208,12.8674,1.4985,33.5706,3.5344,1.6160,44.7293,11.8429,1.4814,33.6928,3.5237,1.6065,38.1127,12.6840,1.4831,34.3421,3.5359,1.6553
229.0000,2.0000,39.4756,12.0163,37.3032,12.3235,1.4587,33.6712,3.5315,1.6167,37.7620,13.0918,1.4406,34.5205,3.5329,1.6596,41.0241,12.0262,1.4366,34.4372,3.5276,1.6477
230.0000,2.0000,37.2313,11.4016,38.2181,10.8076,1.4206,33.8031,3.5270,1.6166,35.9354,11.4649,1.4091,34.8021,3.5337,1.6743,35.9630,9.8699,1.4096,35.0237,3.5347,1.6865
231.0000,2.0000,36.5582,11.6159,37.6441,11.6095,1.3838,34.5211,3.5274,1.6515,44.2340,13.7028,1.3524,35.2408,3.5182,1.6720,31.7904,11.7606,1.3887,35.2123,3.5396,1.7028
232.0000,2.0000,40.3229,12.4215,39.1325,11.3080,1.3482,36.2204,3.5298,1.7364,46.6539,11.9436,1.3021,38.4739,3.5247,1.8361,39.5295,12.4163,1.3485,35.8628,3.5275,1.7158
233.0000,2.0000,44.2665,13.8974,37.6714,14.1108,1.3121,37.3243,3.5338,1.7958,47.3815,14.5953,1.2502,41.2389,3.5326,1.9821,43.7823,13.0195,1.2998,37.2990,3.5232,1.7776
234.0000,2.0000,47.2549,14.6183,48.7211,15.1551,1.2452,37.1110,3.5093,1.7467,45.6670,14.2446,1.2094,43.5887,3.5448,2.1177,47.6260,15.2945,1.2385,38.4097,3.5165,1.8196
235.0000,2.0000,52.3010,16.4618,53.3026,16.6207,1.1698,39.7886,3.5073,1.8693,54.8072,16.7076,1.1424,44.6974,3.5281,2.1396,47.5497,14.9441,1.1840,40.7089,3.5229,1.9397
236.0000,2.0000,57.5994,17.6472,51.5970,17.9442,1.1021,42.4500,3.5172,2.0123,47.9035,18.5132,1.0963,47.9988,3.5569,2.3567,60.2159,17.4239,1.0889,39.5733,3.4870,1.8248
237.0000,2.0000,54.2577,16.8732,57.3415,17.4594,1.0078,37.0775,3.4724,1.6865,54.6842,16.0791,1.0179,39.3861,3.4879,1.8178,57.2020,17.0112,1.0093,42.3750,3.4978,1.9736
238.0000,1.0000,44.7325,13.5796,42.4186,13.0478,1.0596,76.1871,3.8267,4.6195,42.2248,13.4996,1.0687,76.0469,3.8266,4.6105,40.9507,12.5809,1.0658,76.1667,3.8317,4.6343
239.0000,1.0000,30.5191,9.3881,27.9831,9.2560,1.1515,74.0163,3.8543,4.5751,27.6242,9.4771,1.1606,73.8859,3.8547,4.5683,29.0355,9.8617,1.1534,73.9266,3.8503,4.5567
240.0000,1.0000,21.0904,6.8008,21.2394,7.0054,1.2624,72.5919,3.8684,4.5308,18.6274,6.8462,1.2781,72.4569,3.8761,4.5462,20.9654,7.2235,1.2644,72.5639,3.8691,4.5311
