t_h,price,dbar_nom,dn1_nom,dbar,dn1,level,d1,pressure_p1_bar,power_kw
81.0000,2.0000,46.201,14.547,46.753,14.821,1.6082,32.623,3.5293,1.563
82.0000,2.0000,41.667,12.934,37.018,10.634,1.5711,32.813,3.5394,1.587
83.0000,2.0000,41.614,12.754,38.207,11.069,1.5304,33.008,3.5346,1.589
84.0000,2.0000,41.303,12.759,43.822,14.005,1.4691,33.291,3.5220,1.585
85.0000,2.0000,39.476,12.016,41.414,12.975,1.4188,34.287,3.5246,1.636
86.0000,2.0000,37.231,11.402,35.406,10.499,1.3917,35.062,3.5339,1.687
87.0000,2.0000,36.558,11.616,36.555,11.614,1.3594,35.262,3.5300,1.691
88.0000,2.0000,40.323,12.421,41.593,13.050,1.3147,36.746,3.5253,1.755
89.0000,2.0000,44.267,13.897,45.602,14.558,1.2611,38.731,3.5235,1.846
90.0000,2.0000,47.255,14.618,49.753,15.854,1.1988,40.681,3.5206,1.934
91.0000,2.0000,52.301,16.462,53.033,16.824,1.1337,43.826,3.5255,2.093
92.0000,2.0000,57.599,17.647,57.329,17.514,1.0624,46.318,3.5248,2.211
93.0000,2.0000,54.258,16.873,53.520,16.508,1.0028,46.163,3.5251,2.204
94.0000,1.0000,44.733,13.580,47.742,15.068,1.0358,76.025,3.8059,4.542
95.0000,1.0000,30.519,9.388,24.103,6.215,1.1453,74.115,3.8666,4.620
96.0000,1.0000,21.090,6.801,20.694,6.605,1.2581,72.432,3.8677,4.519
97.0000,1.0000,17.102,5.636,17.196,5.683,1.3808,71.931,3.8842,4.538
98.0000,1.0000,15.232,5.006,11.168,2.997,1.5248,71.778,3.9145,4.621
99.0000,1.0000,13.769,4.269,14.717,4.738,1.6547,71.420,3.9127,4.593
100.0000,1.0000,17.620,5.584,15.763,4.666,1.7842,72.241,3.9326,4.707
101.0000,1.0000,30.042,9.465,32.500,10.681,1.8622,74.368,3.9159,4.792
102.0000,1.0000,46.225,14.049,45.867,13.872,1.9068,77.599,3.9174,5.006
103.0000,2.0000,57.715,17.205,59.623,18.148,1.7915,31.653,3.5273,1.514
104.0000,2.0000,54.968,16.919,58.443,18.637,1.6807,32.742,3.5214,1.558
105.0000,2.0000,46.201,14.547,47.293,15.088,1.6063,32.618,3.5284,1.562
106.0000,2.0000,41.667,12.934,39.171,11.699,1.5613,32.886,3.5358,1.585
107.0000,2.0000,41.614,12.754,37.297,10.619,1.5251,33.415,3.5370,1.612
108.0000,2.0000,41.303,12.759,46.301,15.231,1.4551,33.532,3.5182,1.591
109.0000,2.0000,39.476,12.016,39.159,11.860,1.4150,34.979,3.5305,1.678
110.0000,2.0000,37.231,11.402,35.268,10.431,1.3889,35.274,3.5349,1.699
111.0000,2.0000,36.558,11.616,36.969,11.819,1.3555,35.437,3.5299,1.699
112.0000,2.0000,40.323,12.421,39.777,12.152,1.3183,37.026,3.5298,1.775
113.0000,2.0000,44.267,13.897,46.696,15.099,1.2599,38.426,3.5202,1.826
114.0000,2.0000,47.255,14.618,47.352,14.666,1.2068,40.812,3.5261,1.950
115.0000,2.0000,52.301,16.462,52.340,16.481,1.1416,42.724,3.5214,2.033
116.0000,2.0000,57.599,17.647,55.562,16.640,1.0729,44.728,3.5199,2.125
117.0000,2.0000,54.258,16.873,55.596,17.535,1.0000,41.965,3.4975,1.954
118.0000,1.0000,44.733,13.580,41.785,12.122,1.0554,76.063,3.8268,4.612
119.0000,1.0000,30.519,9.388,32.417,10.327,1.1331,73.834,3.8369,4.509
120.0000,1.0000,21.090,6.801,25.435,8.949,1.2287,72.613,3.8529,4.484
121.0000,1.0000,17.102,5.636,12.756,3.487,1.3690,72.384,3.9017,4.621
122.0000,1.0000,15.232,5.006,8.200,1.529,1.5246,71.964,3.9255,4.667
123.0000,1.0000,13.769,4.269,15.527,5.138,1.6515,71.423,3.9100,4.585
124.0000,1.0000,17.620,5.584,24.883,9.177,1.7471,72.295,3.9026,4.618
125.0000,1.0000,30.042,9.465,27.190,8.054,1.8466,75.030,3.9386,4.908
126.0000,1.0000,46.225,14.049,42.659,12.286,1.9039,77.889,3.9308,5.069
127.0000,2.0000,57.715,17.205,59.394,18.035,1.7897,31.750,3.5277,1.519
128.0000,2.0000,54.968,16.919,52.571,15.734,1.7010,32.804,3.5315,1.575
129.0000,2.0000,46.201,14.547,44.758,13.834,1.6342,31.876,3.5316,1.531
130.0000,2.0000,41.667,12.934,40.675,12.443,1.5809,31.797,3.5313,1.526
131.0000,2.0000,41.614,12.754,43.131,13.504,1.5208,32.596,3.5253,1.556
132.0000,2.0000,41.303,12.759,40.147,12.188,1.4743,33.726,3.5294,1.616
133.0000,2.0000,39.476,12.016,40.268,12.408,1.4277,34.029,3.5259,1.626
134.0000,2.0000,37.231,11.402,36.728,11.153,1.3944,34.574,3.5300,1.658
135.0000,2.0000,36.558,11.616,34.150,10.425,1.3707,35.094,3.5338,1.688
136.0000,2.0000,40.323,12.421,39.411,11.970,1.3321,35.935,3.5264,1.717
137.0000,2.0000,44.267,13.897,41.557,12.557,1.2899,37.250,3.5253,1.779
138.0000,2.0000,47.255,14.618,47.273,14.627,1.2293,37.657,3.5125,1.777
139.0000,2.0000,52.301,16.462,49.097,14.877,1.1685,39.634,3.5132,1.872
140.0000,2.0000,57.599,17.647,54.483,16.106,1.0902,39.290,3.4950,1.825
141.0000,2.0000,54.258,16.873,58.411,18.927,1.0000,35.050,3.4618,1.578
142.0000,1.0000,44.733,13.580,44.581,13.505,1.0449,76.063,3.8171,4.581
143.0000,1.0000,30.519,9.388,30.365,9.312,1.1307,73.984,3.8446,4.542
144.0000,1.0000,21.090,6.801,22.549,7.522,1.2372,72.648,3.8627,4.517
145.0000,1.0000,17.102,5.636,15.903,5.043,1.3654,72.253,3.8904,4.578
146.0000,1.0000,15.232,5.006,14.580,4.684,1.4973,72.022,3.9047,4.607
147.0000,1.0000,13.769,4.269,14.981,4.868,1.6274,71.873,3.9147,4.628
148.0000,1.0000,17.620,5.584,18.425,5.982,1.7481,72.710,3.9268,4.720
149.0000,1.0000,30.042,9.465,26.737,7.830,1.8492,75.012,3.9400,4.911
150.0000,1.0000,46.225,14.049,48.600,15.224,1.8843,77.839,3.9093,4.994
151.0000,2.0000,57.715,17.205,56.032,16.373,1.7843,32.403,3.5338,1.559
152.0000,2.0000,54.968,16.919,51.957,15.430,1.6983,32.992,3.5327,1.586
153.0000,2.0000,46.201,14.547,43.633,13.278,1.6359,31.975,3.5337,1.538
154.0000,2.0000,41.667,12.934,40.553,12.383,1.5829,31.728,3.5314,1.523
155.0000,2.0000,41.614,12.754,46.253,15.049,1.5109,32.511,3.5198,1.545
156.0000,2.0000,41.303,12.759,37.952,11.102,1.4737,34.172,3.5344,1.645
157.0000,2.0000,39.476,12.016,39.931,12.242,1.4284,34.055,3.5266,1.628
158.0000,2.0000,37.231,11.402,31.137,8.388,1.4160,34.531,3.5399,1.670
159.0000,2.0000,36.558,11.616,36.553,11.613,1.3799,33.739,3.5250,1.611
160.0000,2.0000,40.323,12.421,42.887,13.690,1.3266,35.269,3.5176,1.673
161.0000,2.0000,44.267,13.897,43.592,13.564,1.2780,37.715,3.5233,1.798
162.0000,2.0000,47.255,14.618,45.461,13.731,1.2273,38.909,3.5213,1.851
163.0000,2.0000,52.301,16.462,52.961,16.788,1.1527,39.909,3.5068,1.874
164.0000,2.0000,57.599,17.647,59.595,18.634,1.0633,42.480,3.4996,1.982
165.0000,2.0000,54.258,16.873,56.150,17.809,1.0000,45.796,3.5177,2.172
166.0000,1.0000,44.733,13.580,50.356,16.361,1.0234,76.063,3.7970,4.515
167.0000,1.0000,30.519,9.388,31.116,9.683,1.1071,74.295,3.8437,4.559
168.0000,1.0000,21.090,6.801,19.402,5.966,1.2262,73.001,3.8752,4.578
169.0000,1.0000,17.102,5.636,16.743,5.459,1.3517,72.423,3.8886,4.583
170.0000,1.0000,15.232,5.006,15.025,4.904,1.4825,72.241,3.9046,4.621
171.0000,1.0000,13.769,4.269,14.079,4.422,1.6166,72.119,3.9193,4.658
172.0000,1.0000,17.620,5.584,17.534,5.542,1.7411,72.898,3.9310,4.745
173.0000,1.0000,30.042,9.465,30.538,9.710,1.8283,75.139,3.9278,4.880
174.0000,1.0000,46.225,14.049,41.461,11.694,1.8910,78.230,3.9375,5.114
175.0000,2.0000,57.715,17.205,60.079,18.374,1.7753,32.179,3.5268,1.539
176.0000,2.0000,54.968,16.919,53.330,16.109,1.6850,33.298,3.5307,1.598
177.0000,2.0000,46.201,14.547,42.856,12.893,1.6268,32.461,3.5357,1.564
178.0000,2.0000,41.667,12.934,43.485,13.833,1.5637,32.088,3.5271,1.535
179.0000,2.0000,41.614,12.754,45.370,14.612,1.4970,33.316,3.5228,1.587
180.0000,2.0000,41.303,12.759,42.709,13.454,1.4436,34.798,3.5275,1.665
181.0000,2.0000,39.476,12.016,39.935,12.244,1.4020,35.544,3.5307,1.705
182.0000,2.0000,37.231,11.402,34.574,10.087,1.3803,35.985,3.5385,1.739
183.0000,2.0000,36.558,11.616,44.744,15.664,1.3193,35.972,3.5174,1.705
184.0000,2.0000,40.323,12.421,42.834,13.663,1.2771,39.621,3.5342,1.907
185.0000,2.0000,44.267,13.897,41.019,12.291,1.2486,41.912,3.5471,2.040
186.0000,2.0000,47.255,14.618,45.032,13.519,1.2072,41.991,3.5365,2.025
187.0000,2.0000,52.301,16.462,52.549,16.584,1.1410,42.679,3.5207,2.029
188.0000,2.0000,57.599,17.647,53.167,15.455,1.0816,44.842,3.5258,2.142
189.0000,2.0000,54.258,16.873,54.738,17.111,1.0000,38.497,3.4819,1.767
190.0000,1.0000,44.733,13.580,43.424,12.932,1.0493,76.063,3.8211,4.594
191.0000,1.0000,30.519,9.388,34.015,11.117,1.1212,73.922,3.8319,4.499
192.0000,1.0000,21.090,6.801,23.834,8.158,1.2232,72.789,3.8592,4.514
193.0000,1.0000,17.102,5.636,9.373,1.814,1.3764,72.468,3.9135,4.663
194.0000,1.0000,15.232,5.006,15.350,5.065,1.5050,71.846,3.9010,4.584
195.0000,1.0000,13.769,4.269,9.158,1.989,1.6565,71.745,3.9331,4.676
196.0000,1.0000,17.620,5.584,20.782,7.148,1.7672,72.210,3.9157,4.653
197.0000,1.0000,30.042,9.465,30.522,9.702,1.8533,74.669,3.9247,4.840
198.0000,1.0000,46.225,14.049,47.788,14.823,1.8912,77.763,3.9117,4.997
199.0000,2.0000,57.715,17.205,54.679,15.703,1.7957,32.173,3.5359,1.551
200.0000,2.0000,54.968,16.919,60.180,19.496,1.6780,32.599,3.5183,1.547
201.0000,2.0000,46.201,14.547,51.961,17.396,1.5864,32.716,3.5205,1.556
202.0000,2.0000,41.667,12.934,38.632,11.433,1.5454,33.656,3.5383,1.626
203.0000,2.0000,41.614,12.754,42.677,13.280,1.4907,34.079,3.5291,1.633
204.0000,2.0000,41.303,12.759,39.383,11.810,1.4504,35.083,3.5342,1.689
205.0000,2.0000,39.476,12.016,39.408,11.983,1.4099,35.210,3.5307,1.689
206.0000,2.0000,37.231,11.402,33.623,9.617,1.3907,35.551,3.5388,1.718
207.0000,2.0000,36.558,11.616,41.881,14.248,1.3387,35.324,3.5206,1.680
208.0000,2.0000,40.323,12.421,37.561,11.055,1.3128,38.233,3.5388,1.848
209.0000,2.0000,44.267,13.897,43.422,13.480,1.2677,38.896,3.5285,1.863
210.0000,2.0000,47.255,14.618,48.684,15.325,1.2077,39.988,3.5196,1.900
211.0000,2.0000,52.301,16.462,50.455,15.549,1.1492,42.609,3.5248,2.034
212.0000,2.0000,57.599,17.647,56.917,17.310,1.0716,43.192,3.5089,2.032
213.0000,2.0000,54.258,16.873,52.651,16.079,1.0060,42.488,3.5060,1.994
214.0000,1.0000,44.733,13.580,44.352,13.391,1.0516,75.980,3.8175,4.577
215.0000,1.0000,30.519,9.388,27.182,7.738,1.1490,73.888,3.8549,4.569
216.0000,1.0000,21.090,6.801,19.841,6.183,1.2649,72.377,3.8702,4.523
217.0000,1.0000,17.102,5.636,16.512,5.345,1.3898,71.828,3.8859,4.537
218.0000,1.0000,15.232,5.006,14.280,4.536,1.5219,71.634,3.9033,4.578
219.0000,1.0000,13.769,4.269,13.931,4.349,1.6548,71.468,3.9156,4.605
220.0000,1.0000,17.620,5.584,16.784,5.171,1.7805,72.238,3.9292,4.696
221.0000,1.0000,30.042,9.465,32.189,10.527,1.8598,74.432,3.9174,4.801
222.0000,1.0000,46.225,14.049,45.304,13.594,1.9067,77.643,3.9197,5.016
223.0000,2.0000,57.715,17.205,57.325,17.012,1.8000,31.658,3.5311,1.520
224.0000,2.0000,54.968,16.919,53.072,15.981,1.7085,32.450,3.5303,1.556
225.0000,2.0000,46.201,14.547,44.700,13.805,1.6412,31.600,3.5314,1.517
226.0000,2.0000,41.667,12.934,38.062,11.151,1.5970,31.520,3.5352,1.518
227.0000,2.0000,41.614,12.754,43.093,13.486,1.5353,31.918,3.5241,1.522
228.0000,2.0000,41.303,12.759,38.046,11.148,1.4950,33.066,3.5315,1.588
229.0000,2.0000,39.476,12.016,37.349,10.964,1.4567,32.993,3.5283,1.580
230.0000,2.0000,37.231,11.402,38.255,11.908,1.4137,32.959,3.5226,1.570
231.0000,2.0000,36.558,11.616,37.706,12.184,1.3737,33.880,3.5234,1.615
232.0000,2.0000,40.323,12.421,39.182,11.857,1.3354,35.717,3.5260,1.707
233.0000,2.0000,44.267,13.897,38.510,11.050,1.3039,36.967,3.5299,1.772
234.0000,2.0000,47.255,14.618,48.453,15.211,1.2352,36.176,3.5045,1.695
235.0000,2.0000,52.301,16.462,53.041,16.828,1.1576,38.822,3.5019,1.815
236.0000,2.0000,57.599,17.647,53.573,15.656,1.0882,41.496,3.5073,1.950
237.0000,2.0000,54.258,16.873,56.453,17.959,1.0000,35.836,3.4677,1.623
238.0000,1.0000,44.733,13.580,42.734,12.591,1.0075,58.312,3.6377,3.065
239.0000,1.0000,30.519,9.388,27.308,7.800,1.0120,36.920,3.5174,1.750
240.0000,1.0000,21.090,6.801,21.363,6.936,1.0000,23.092,3.4634,1.042
