t_h,price,dbar_nom,dn1_nom,dbar,dn1,level,d1,pressure_p1_bar,power_kw
42.0000,2.0000,47.255,14.618,45.987,13.991,1.2184,39.901,3.5247,1.904
43.0000,2.0000,52.301,16.462,49.232,14.944,1.1608,41.140,3.5201,1.955
44.0000,2.0000,57.599,17.647,57.673,17.684,1.0745,40.845,3.4958,1.899
45.0000,2.0000,54.258,16.873,54.107,16.799,1.0006,41.330,3.4968,1.923
46.0000,1.0000,44.733,13.580,48.740,15.561,1.0299,76.055,3.8026,4.533
47.0000,1.0000,30.519,9.388,32.650,10.442,1.1077,74.200,3.8380,4.535
48.0000,1.0000,21.090,6.801,21.643,7.074,1.2184,72.991,3.8677,4.553
49.0000,1.0000,17.102,5.636,20.271,7.204,1.3311,72.544,3.8776,4.556
50.0000,1.0000,15.232,5.006,14.646,4.717,1.4641,72.576,3.9080,4.652
51.0000,1.0000,13.769,4.269,11.130,2.964,1.6099,72.429,3.9311,4.715
52.0000,1.0000,17.620,5.584,19.284,6.407,1.7282,73.014,3.9260,4.737
53.0000,1.0000,30.042,9.465,31.703,10.286,1.8117,75.373,3.9254,4.888
54.0000,1.0000,46.225,14.049,45.612,13.747,1.8597,78.546,3.9249,5.092
55.0000,2.0000,57.715,17.205,55.483,16.101,1.7637,33.212,3.5353,1.600
56.0000,2.0000,54.968,16.919,55.621,17.242,1.6658,33.695,3.5271,1.612
57.0000,2.0000,46.201,14.547,39.091,11.031,1.6234,33.158,3.5433,1.609
58.0000,2.0000,41.667,12.934,43.634,13.906,1.5601,32.219,3.5270,1.541
59.0000,2.0000,41.614,12.754,43.015,13.447,1.5026,33.466,3.5272,1.601
60.0000,2.0000,41.303,12.759,36.631,10.449,1.4713,34.547,3.5377,1.668
61.0000,2.0000,39.476,12.016,39.650,12.102,1.4273,34.177,3.5274,1.635
62.0000,2.0000,37.231,11.402,34.483,10.042,1.4025,34.591,3.5341,1.665
63.0000,2.0000,36.558,11.616,38.717,12.683,1.3605,34.585,3.5239,1.649
64.0000,2.0000,40.323,12.421,34.524,9.554,1.3420,36.671,3.5382,1.771
65.0000,2.0000,44.267,13.897,41.659,12.608,1.2973,36.404,3.5218,1.733
66.0000,2.0000,47.255,14.618,49.277,15.619,1.2273,36.876,3.5056,1.730
67.0000,2.0000,52.301,16.462,55.598,18.092,1.1428,39.917,3.5015,1.865
68.0000,2.0000,57.599,17.647,51.448,14.605,1.0889,44.481,3.5276,2.128
69.0000,2.0000,54.258,16.873,52.837,16.171,1.0053,35.574,3.4725,1.618
70.0000,1.0000,44.733,13.580,45.667,14.042,1.0460,75.989,3.8130,4.563
71.0000,1.0000,30.519,9.388,28.782,8.529,1.1376,73.969,3.8499,4.558
72.0000,1.0000,21.090,6.801,25.625,9.043,1.2323,72.545,3.8519,4.477
73.0000,1.0000,17.102,5.636,13.707,3.957,1.3690,72.327,3.8982,4.606
74.0000,1.0000,15.232,5.006,16.242,5.506,1.4945,71.965,3.8988,4.585
75.0000,1.0000,13.769,4.269,10.781,2.791,1.6404,71.919,3.9289,4.675
76.0000,1.0000,17.620,5.584,21.627,7.566,1.7486,72.485,3.9146,4.667
77.0000,1.0000,30.042,9.465,29.981,9.435,1.8376,75.002,3.9288,4.875
78.0000,1.0000,46.225,14.049,45.163,13.525,1.8860,78.056,3.9231,5.054
79.0000,2.0000,57.715,17.205,52.817,14.783,1.7979,32.345,3.5392,1.564
80.0000,2.0000,54.968,16.919,59.762,19.290,1.6816,32.523,3.5190,1.544
81.0000,2.0000,46.201,14.547,48.348,15.609,1.6031,32.586,3.5265,1.558
82.0000,2.0000,41.667,12.934,43.816,13.996,1.5411,33.008,3.5281,1.580
83.0000,2.0000,41.614,12.754,44.859,14.359,1.4787,34.254,3.5256,1.636
84.0000,2.0000,41.303,12.759,42.299,13.252,1.4289,35.618,3.5303,1.708
85.0000,2.0000,39.476,12.016,37.653,11.115,1.3976,36.268,3.5371,1.750
86.0000,2.0000,37.231,11.402,34.950,10.273,1.3752,36.226,3.5387,1.750
87.0000,2.0000,36.558,11.616,34.277,10.488,1.3540,36.295,3.5379,1.753
88.0000,2.0000,40.323,12.421,44.228,14.353,1.3004,37.139,3.5218,1.768
89.0000,2.0000,44.267,13.897,40.104,11.839,1.2704,39.945,3.5397,1.932
90.0000,2.0000,47.255,14.618,45.554,13.777,1.2213,39.711,3.5247,1.895
91.0000,2.0000,52.301,16.462,51.385,16.009,1.1547,40.733,3.5137,1.925
92.0000,2.0000,57.599,17.647,58.240,17.964,1.0694,42.082,3.5005,1.965
93.0000,2.0000,54.258,16.873,55.898,17.684,1.0000,43.381,3.5045,2.033
94.0000,1.0000,44.733,13.580,41.172,11.819,1.0577,76.063,3.8290,4.619
95.0000,1.0000,30.519,9.388,25.587,6.949,1.1608,73.802,3.8599,4.579
96.0000,1.0000,21.090,6.801,21.077,6.794,1.2717,72.204,3.8652,4.497
97.0000,1.0000,17.102,5.636,20.562,7.347,1.3812,71.725,3.8719,4.487
98.0000,1.0000,15.232,5.006,17.390,6.074,1.5020,71.771,3.8938,4.557
99.0000,1.0000,13.769,4.269,14.384,4.573,1.6341,71.795,3.9162,4.628
100.0000,1.0000,17.620,5.584,16.716,5.137,1.7609,72.594,3.9317,4.727
101.0000,1.0000,30.042,9.465,30.878,9.878,1.8460,74.782,3.9242,4.846
102.0000,1.0000,46.225,14.049,45.531,13.706,1.8926,77.899,3.9207,5.036
103.0000,2.0000,57.715,17.205,60.045,18.357,1.7770,32.125,3.5268,1.536
104.0000,2.0000,54.968,16.919,52.703,15.799,1.6888,33.243,3.5317,1.596
105.0000,2.0000,46.201,14.547,46.583,14.737,1.6163,32.322,3.5292,1.549
106.0000,2.0000,41.667,12.934,41.351,12.777,1.5622,32.496,3.5314,1.560
107.0000,2.0000,41.614,12.754,43.163,13.520,1.5040,33.377,3.5268,1.596
108.0000,2.0000,41.303,12.759,41.943,13.076,1.4526,34.486,3.5281,1.651
109.0000,2.0000,39.476,12.016,46.745,15.612,1.3845,35.100,3.5171,1.664
110.0000,2.0000,37.231,11.402,41.505,13.515,1.3393,36.945,3.5288,1.770
111.0000,2.0000,36.558,11.616,40.826,13.726,1.2992,38.515,3.5338,1.853
112.0000,2.0000,40.323,12.421,34.509,9.546,1.2917,41.045,3.5573,2.016
113.0000,2.0000,44.267,13.897,43.296,13.417,1.2516,40.680,3.5366,1.962
114.0000,2.0000,47.255,14.618,45.520,13.760,1.2076,41.675,3.5339,2.005
115.0000,2.0000,52.301,16.462,53.819,17.213,1.1366,42.621,3.5177,2.021
116.0000,2.0000,57.599,17.647,51.102,14.434,1.0871,45.746,3.5356,2.204
117.0000,2.0000,54.258,16.873,57.605,18.529,1.0000,36.296,3.4679,1.644
118.0000,1.0000,44.733,13.580,47.775,15.084,1.0330,76.063,3.8060,4.544
119.0000,1.0000,30.519,9.388,26.808,7.553,1.1325,74.155,3.8577,4.594
120.0000,1.0000,21.090,6.801,18.300,5.421,1.2547,72.622,3.8768,4.558
121.0000,1.0000,17.102,5.636,14.818,4.507,1.3864,71.983,3.8924,4.567
122.0000,1.0000,15.232,5.006,15.355,5.067,1.5146,71.688,3.9001,4.571
123.0000,1.0000,13.769,4.269,15.597,5.173,1.6416,71.588,3.9108,4.598
124.0000,1.0000,17.620,5.584,23.458,8.472,1.7429,72.465,3.9084,4.647
125.0000,1.0000,30.042,9.465,29.480,9.187,1.8340,75.105,3.9312,4.889
126.0000,1.0000,46.225,14.049,48.413,15.131,1.8705,78.123,3.9119,5.021
127.0000,2.0000,57.715,17.205,58.158,17.424,1.7637,32.857,3.5305,1.576
128.0000,2.0000,54.968,16.919,59.985,19.400,1.6495,33.697,3.5195,1.601
129.0000,2.0000,46.201,14.547,48.317,15.594,1.5740,33.750,3.5282,1.616
130.0000,2.0000,41.667,12.934,45.569,14.863,1.5083,34.131,3.5270,1.632
131.0000,2.0000,41.614,12.754,38.543,11.235,1.4729,35.608,3.5401,1.723
132.0000,2.0000,41.303,12.759,40.754,12.488,1.4295,35.880,3.5339,1.726
133.0000,2.0000,39.476,12.016,37.156,10.869,1.4000,36.240,3.5380,1.750
134.0000,2.0000,37.231,11.402,41.521,13.523,1.3526,36.096,3.5261,1.725
135.0000,2.0000,36.558,11.616,38.434,12.543,1.3194,37.692,3.5353,1.816
136.0000,2.0000,40.323,12.421,39.453,11.991,1.2898,39.610,3.5409,1.918
137.0000,2.0000,44.267,13.897,42.976,13.259,1.2513,40.836,3.5379,1.972
138.0000,2.0000,47.255,14.618,48.636,15.302,1.1957,41.703,3.5276,1.995
139.0000,2.0000,52.301,16.462,50.301,15.473,1.1419,44.245,3.5336,2.128
140.0000,2.0000,57.599,17.647,54.946,16.335,1.0754,44.662,3.5209,2.124
141.0000,2.0000,54.258,16.873,55.629,17.552,1.0000,40.980,3.4924,1.899
142.0000,1.0000,44.733,13.580,51.755,17.052,1.0181,76.063,3.7921,4.499
143.0000,1.0000,30.519,9.388,29.818,9.042,1.1069,74.370,3.8486,4.579
144.0000,1.0000,21.090,6.801,19.506,6.017,1.2256,73.003,3.8749,4.577
145.0000,1.0000,17.102,5.636,13.763,3.985,1.3623,72.431,3.8986,4.614
146.0000,1.0000,15.232,5.006,11.425,3.124,1.5061,72.072,3.9155,4.643
147.0000,1.0000,13.769,4.269,15.265,5.009,1.6348,71.727,3.9128,4.613
148.0000,1.0000,17.620,5.584,20.045,6.784,1.7491,72.583,3.9205,4.692
149.0000,1.0000,30.042,9.465,30.069,9.478,1.8378,74.993,3.9284,4.873
150.0000,1.0000,46.225,14.049,47.173,14.518,1.8787,78.053,3.9159,5.030
151.0000,2.0000,57.715,17.205,58.046,17.369,1.7716,32.588,3.5305,1.563
152.0000,2.0000,54.968,16.919,55.363,17.114,1.6740,33.427,3.5273,1.599
153.0000,2.0000,46.201,14.547,41.850,12.396,1.6205,32.862,3.5381,1.587
154.0000,2.0000,41.667,12.934,40.361,12.287,1.5697,32.332,3.5328,1.554
155.0000,2.0000,41.614,12.754,41.932,12.911,1.5153,33.064,3.5283,1.583
156.0000,2.0000,41.303,12.759,39.070,11.655,1.4734,33.976,3.5319,1.632
157.0000,2.0000,39.476,12.016,38.117,11.344,1.4349,34.072,3.5298,1.633
158.0000,2.0000,37.231,11.402,34.896,10.247,1.4075,34.172,3.5320,1.642
159.0000,2.0000,36.558,11.616,35.607,11.146,1.3763,34.272,3.5284,1.641
160.0000,2.0000,40.323,12.421,42.755,13.624,1.3242,35.529,3.5188,1.687
161.0000,2.0000,44.267,13.897,43.108,13.324,1.2779,37.924,3.5251,1.811
162.0000,2.0000,47.255,14.618,46.816,14.401,1.2222,38.921,3.5187,1.847
163.0000,2.0000,52.301,16.462,54.621,17.609,1.1431,40.618,3.5066,1.907
164.0000,2.0000,57.599,17.647,59.438,18.556,1.0592,44.418,3.5098,2.091
165.0000,2.0000,54.258,16.873,59.091,19.263,1.0000,47.454,3.5220,2.259
166.0000,1.0000,44.733,13.580,38.774,10.633,1.0666,76.063,3.8373,4.646
167.0000,1.0000,30.519,9.388,32.961,10.596,1.1419,73.674,3.8343,4.491
168.0000,1.0000,21.090,6.801,19.716,6.121,1.2585,72.482,3.8712,4.533
169.0000,1.0000,17.102,5.636,17.486,5.826,1.3801,71.924,3.8832,4.535
170.0000,1.0000,15.232,5.006,17.620,6.188,1.5000,71.789,3.8932,4.557
171.0000,1.0000,13.769,4.269,16.858,5.797,1.6230,71.827,3.9082,4.605
172.0000,1.0000,17.620,5.584,20.583,7.050,1.7358,72.787,3.9201,4.704
173.0000,1.0000,30.042,9.465,30.485,9.684,1.8235,75.234,3.9286,4.889
174.0000,1.0000,46.225,14.049,50.814,16.319,1.8515,78.322,3.9047,5.010
175.0000,2.0000,57.715,17.205,56.909,16.806,1.7509,33.479,3.5331,1.610
176.0000,2.0000,54.968,16.919,54.566,16.720,1.6580,34.132,3.5295,1.636
177.0000,2.0000,46.201,14.547,48.480,15.674,1.5812,33.441,3.5275,1.600
178.0000,2.0000,41.667,12.934,40.096,12.156,1.5352,33.855,3.5361,1.632
179.0000,2.0000,41.614,12.754,47.775,15.801,1.4625,34.498,3.5209,1.641
180.0000,2.0000,41.303,12.759,44.209,14.196,1.4074,36.340,3.5287,1.741
181.0000,2.0000,39.476,12.016,45.678,15.084,1.3488,37.320,3.5253,1.782
182.0000,2.0000,37.231,11.402,37.156,11.365,1.3247,38.886,3.5441,1.888
183.0000,2.0000,36.558,11.616,35.466,11.076,1.3069,39.414,3.5479,1.920
184.0000,2.0000,40.323,12.421,40.799,12.657,1.2745,40.502,3.5420,1.963
185.0000,2.0000,44.267,13.897,46.361,14.933,1.2266,42.130,3.5369,2.033
186.0000,2.0000,47.255,14.618,45.581,13.790,1.1888,44.280,3.5470,2.156
187.0000,2.0000,52.301,16.462,53.383,16.997,1.1259,45.189,3.5319,2.170
188.0000,2.0000,57.599,17.647,57.552,17.624,1.0577,47.906,3.5335,2.304
189.0000,2.0000,54.258,16.873,58.864,19.151,1.0000,48.053,3.5261,2.296
190.0000,1.0000,44.733,13.580,42.844,12.646,1.0514,76.063,3.8231,4.600
191.0000,1.0000,30.519,9.388,33.501,10.863,1.1252,73.891,3.8335,4.502
192.0000,1.0000,21.090,6.801,19.255,5.893,1.2442,72.729,3.8742,4.557
193.0000,1.0000,17.102,5.636,14.363,4.282,1.3779,72.144,3.8949,4.584
194.0000,1.0000,15.232,5.006,13.206,4.005,1.5145,71.822,3.9080,4.604
195.0000,1.0000,13.769,4.269,10.376,2.591,1.6610,71.589,3.9281,4.651
196.0000,1.0000,17.620,5.584,18.036,5.790,1.7818,72.133,3.9243,4.674
197.0000,1.0000,30.042,9.465,32.982,10.919,1.8581,74.410,3.9145,4.791
198.0000,1.0000,46.225,14.049,46.693,14.281,1.8998,77.675,3.9150,5.003
199.0000,2.0000,57.715,17.205,59.495,18.085,1.7856,31.887,3.5276,1.526
200.0000,2.0000,54.968,16.919,59.621,19.220,1.6709,32.947,3.5195,1.565
201.0000,2.0000,46.201,14.547,46.971,14.928,1.5985,32.976,3.5294,1.580
202.0000,2.0000,41.667,12.934,42.224,13.209,1.5429,33.186,3.5311,1.593
203.0000,2.0000,41.614,12.754,40.830,12.367,1.4954,34.180,3.5326,1.643
204.0000,2.0000,41.303,12.759,36.718,10.492,1.4645,34.872,3.5384,1.685
205.0000,2.0000,39.476,12.016,41.641,13.087,1.4140,34.511,3.5248,1.647
206.0000,2.0000,37.231,11.402,32.224,8.925,1.3994,35.327,3.5406,1.710
207.0000,2.0000,36.558,11.616,38.418,12.536,1.3590,34.778,3.5250,1.660
208.0000,2.0000,40.323,12.421,40.282,12.401,1.3192,36.777,3.5279,1.760
209.0000,2.0000,44.267,13.897,47.479,15.486,1.2577,38.344,3.5183,1.820
210.0000,2.0000,47.255,14.618,47.062,14.523,1.2063,41.040,3.5277,1.964
211.0000,2.0000,52.301,16.462,49.954,15.301,1.1502,42.795,3.5268,2.046
212.0000,2.0000,57.599,17.647,58.619,18.152,1.0657,42.994,3.5042,2.014
213.0000,2.0000,54.258,16.873,52.661,16.083,1.0060,44.839,3.5192,2.129
214.0000,1.0000,44.733,13.580,44.216,13.324,1.0521,75.980,3.8180,4.578
215.0000,1.0000,30.519,9.388,30.638,9.447,1.1366,73.882,3.8432,4.532
216.0000,1.0000,21.090,6.801,20.707,6.611,1.2497,72.562,3.8684,4.529
217.0000,1.0000,17.102,5.636,16.564,5.370,1.3750,72.060,3.8871,4.555
218.0000,1.0000,15.232,5.006,12.858,3.833,1.5129,71.870,3.9094,4.612
219.0000,1.0000,13.769,4.269,13.230,4.002,1.6489,71.614,3.9188,4.624
220.0000,1.0000,17.620,5.584,11.524,2.569,1.7945,72.340,3.9473,4.759
221.0000,1.0000,30.042,9.465,29.593,9.243,1.8829,74.187,3.9246,4.809
222.0000,1.0000,46.225,14.049,42.809,12.360,1.9380,77.221,3.9257,5.009
223.0000,2.0000,57.715,17.205,60.908,18.784,1.8153,30.604,3.5248,1.461
224.0000,2.0000,54.968,16.919,58.588,18.709,1.7018,31.920,3.5205,1.518
225.0000,2.0000,46.201,14.547,40.639,11.797,1.6504,31.844,3.5385,1.538
226.0000,2.0000,41.667,12.934,42.080,13.138,1.5902,31.161,3.5279,1.491
227.0000,2.0000,41.614,12.754,41.254,12.576,1.5362,32.204,3.5277,1.541
228.0000,2.0000,41.303,12.759,38.318,11.283,1.4947,33.029,3.5309,1.585
229.0000,2.0000,39.476,12.016,40.991,12.766,1.4429,33.009,3.5221,1.572
230.0000,2.0000,37.231,11.402,35.915,10.751,1.4105,33.732,3.5289,1.616
231.0000,2.0000,36.558,11.616,31.519,9.124,1.3941,34.082,3.5350,1.641
232.0000,2.0000,40.323,12.421,39.562,12.045,1.3507,34.235,3.5201,1.627
233.0000,2.0000,44.267,13.897,43.844,13.688,1.2960,35.655,3.5150,1.687
234.0000,2.0000,47.255,14.618,47.558,14.768,1.2327,37.014,3.5094,1.742
235.0000,2.0000,52.301,16.462,48.791,14.726,1.1718,39.164,3.5117,1.847
236.0000,2.0000,57.599,17.647,59.354,18.515,1.0737,38.604,3.4825,1.773
237.0000,2.0000,54.258,16.873,56.355,17.910,1.0000,41.664,3.4947,1.935
238.0000,1.0000,44.733,13.580,41.466,11.964,1.0122,58.312,3.6412,3.073
239.0000,1.0000,30.519,9.388,28.640,8.459,1.0070,35.026,3.5050,1.642
240.0000,1.0000,21.090,6.801,20.861,6.687,1.0009,25.083,3.4708,1.139
